Index,Vertices,Partial Domination Fraction,Smallest Set Size,Occurrences,Example Set,Max Minimal Set Size,Gamma - Gamma,Edges,Max Degree,Number of Leaves,Is Unique,Excel Row
1273,12,2/3,3,67,"(0, 1, 6)",5,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (9, 10), (10, 11)]",3,4,False,1275
1274,12,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (9, 10), (9, 11)]",3,5,False,1276
1275,12,2/3,2,1,"(6, 9)",5,3,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (9, 10), (9, 11)]",3,5,True,1277
1276,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (9, 10)]",4,5,False,1278
1277,12,2/3,2,2,"(0, 3)",5,3,"[(0, 1), (0, 5), (0, 9), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (9, 10)]",4,5,False,1279
1278,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8)]",5,6,False,1280
1279,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8)]",5,6,False,1281
1280,12,1/3,1,1,"(5,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (6, 7), (8, 9), (10, 11)]",4,4,True,1282
1281,12,2/3,2,2,"(2, 5)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (6, 7), (8, 9), (10, 11)]",4,4,False,1283
1282,12,1/3,1,1,"(5,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (5, 11), (6, 7), (8, 9)]",5,5,True,1284
1283,12,2/3,2,4,"(1, 5)",5,3,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (5, 11), (6, 7), (8, 9)]",5,5,False,1285
1284,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (6, 7), (8, 9)]",4,5,False,1286
1285,12,2/3,2,2,"(2, 5)",4,2,"[(0, 1), (0, 5), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 10), (6, 7), (8, 9)]",4,5,False,1287
1286,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9), (10, 11)]",3,4,False,1288
1287,12,2/3,3,75,"(0, 2, 5)",4,1,"[(0, 1), (0, 5), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9), (10, 11)]",3,4,False,1289
1288,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",4,5,False,1290
1289,12,2/3,2,1,"(0, 3)",5,3,"[(0, 1), (0, 5), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",4,5,True,1291
1290,12,1/3,1,1,"(5,)",3,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7)]",6,6,True,1292
1291,12,2/3,2,7,"(0, 5)",5,3,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (5, 10), (5, 11), (6, 7)]",6,6,False,1293
1292,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (5, 10), (6, 7)]",5,6,False,1294
1293,12,2/3,2,5,"(0, 5)",5,3,"[(0, 1), (0, 5), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (5, 10), (6, 7)]",5,6,False,1295
1294,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7), (10, 11)]",4,5,False,1296
1295,12,2/3,2,2,"(2, 5)",4,2,"[(0, 1), (0, 5), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7), (10, 11)]",4,5,False,1297
1296,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,6,False,1298
1297,12,2/3,2,4,"(0, 3)",5,3,"[(0, 1), (0, 5), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,6,False,1299
1298,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10), (10, 11)]",3,4,False,1300
1299,12,2/3,3,70,"(0, 2, 5)",4,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10), (10, 11)]",3,4,False,1301
1300,12,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10), (9, 11)]",3,5,False,1302
1301,12,2/3,3,66,"(0, 2, 5)",4,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10), (9, 11)]",3,5,False,1303
1302,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10)]",4,5,False,1304
1303,12,2/3,2,1,"(0, 3)",4,2,"[(0, 1), (0, 5), (0, 9), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (9, 10)]",4,5,True,1305
1304,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7)]",5,6,False,1306
1305,12,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 5), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7)]",5,6,False,1307
1306,12,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (9, 10)]",4,4,True,1308
1307,12,2/3,2,1,"(0, 3)",5,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (9, 10)]",4,4,True,1309
1308,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11)]",4,5,False,1310
1309,12,2/3,2,3,"(2, 8)",5,3,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (8, 10), (8, 11)]",4,5,False,1311
1310,12,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (8, 10)]",4,5,False,1312
1311,12,2/3,2,1,"(0, 3)",5,3,"[(0, 1), (0, 5), (0, 8), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (8, 10)]",4,5,True,1313
1312,12,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (10, 11)]",4,4,True,1314
1313,12,2/3,2,1,"(0, 3)",4,2,"[(0, 1), (0, 5), (0, 8), (0, 10), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9), (10, 11)]",4,4,True,1315
1314,12,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9)]",5,5,True,1316
1315,12,2/3,2,5,"(0, 2)",5,3,"[(0, 1), (0, 5), (0, 8), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9)]",5,5,False,1317
1316,12,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7)]",6,6,True,1318
1317,12,2/3,2,7,"(0, 1)",6,4,"[(0, 1), (0, 5), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7)]",6,6,False,1319
1318,12,1/3,1,1,"(2,)",3,2,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (9, 10), (10, 11)]",7,7,True,1320
1319,12,2/3,1,1,"(2,)",6,5,"[(0, 1), (0, 9), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (9, 10), (10, 11)]",7,7,True,1321
1320,12,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (9, 10), (10, 11)]",6,7,False,1322
1321,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 9), (1, 2), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (9, 10), (10, 11)]",6,7,False,1323
1322,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (9, 10), (9, 11)]",6,7,False,1324
1323,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 8), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (9, 10), (9, 11)]",6,7,False,1325
1324,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 8), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (8, 11), (9, 10)]",6,7,False,1326
1325,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 8), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (8, 11), (9, 10)]",6,7,False,1327
1326,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 8), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (9, 10)]",6,7,False,1328
1327,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 8), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (8, 9), (9, 10)]",6,7,False,1329
1328,12,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (9, 10), (10, 11)]",5,6,False,1330
1329,12,2/3,2,7,"(0, 2)",5,3,"[(0, 1), (0, 9), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (9, 10), (10, 11)]",5,6,False,1331
1330,12,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (9, 10), (10, 11)]",5,7,False,1332
1331,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 9), (1, 2), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (2, 6), (9, 10), (10, 11)]",5,7,False,1333
1332,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (9, 10), (9, 11)]",5,7,False,1334
1333,12,2/3,2,7,"(0, 2)",6,4,"[(0, 1), (0, 8), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (9, 10), (9, 11)]",5,7,False,1335
1334,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (8, 11), (9, 10)]",5,7,False,1336
1335,12,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 8), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (8, 11), (9, 10)]",5,7,False,1337
1336,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (9, 10)]",5,7,False,1338
1337,12,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 7), (2, 3), (2, 4), (2, 5), (2, 6), (8, 9), (9, 10)]",5,7,False,1339
1338,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (8, 10), (8, 11)]",5,7,False,1340
1339,12,2/3,2,7,"(0, 2)",6,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (8, 10), (8, 11)]",5,7,False,1341
1340,12,1/3,1,3,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 11), (8, 9), (8, 10)]",5,7,False,1342
1341,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 11), (8, 9), (8, 10)]",5,7,False,1343
1342,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (8, 10)]",5,7,False,1344
1343,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (8, 10)]",5,7,False,1345
1344,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (8, 9), (10, 11)]",5,6,False,1346
1345,12,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (8, 9), (10, 11)]",5,6,False,1347
1346,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (7, 11), (8, 9)]",5,7,False,1348
1347,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (7, 11), (8, 9)]",5,7,False,1349
1348,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (8, 9)]",5,7,False,1350
1349,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 7), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 10), (8, 9)]",5,7,False,1351
1350,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 7), (0, 10), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (10, 11)]",5,6,False,1352
1351,12,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 7), (0, 10), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9), (10, 11)]",5,6,False,1353
1352,12,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 7), (0, 10), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9)]",5,7,False,1354
1353,12,2/3,2,6,"(0, 2)",6,4,"[(0, 1), (0, 7), (0, 10), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9)]",5,7,False,1355
1354,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,False,1356
1355,12,2/3,2,11,"(0, 2)",6,4,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,False,1357
1356,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (6, 8), (9, 10), (10, 11)]",4,6,False,1358
1357,12,2/3,2,3,"(2, 6)",5,3,"[(0, 1), (0, 9), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (6, 8), (9, 10), (10, 11)]",4,6,False,1359
1358,12,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 6), (1, 8), (2, 3), (2, 4), (2, 5), (6, 7), (9, 10), (10, 11)]",4,6,False,1360
1359,12,2/3,2,4,"(1, 2)",5,3,"[(0, 1), (0, 9), (1, 2), (1, 6), (1, 8), (2, 3), (2, 4), (2, 5), (6, 7), (9, 10), (10, 11)]",4,6,False,1361
1360,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (9, 10), (9, 11)]",4,6,False,1362
1361,12,2/3,2,3,"(1, 9)",5,3,"[(0, 1), (0, 8), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (9, 10), (9, 11)]",4,6,False,1363
1362,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (8, 11), (9, 10)]",4,6,False,1364
1363,12,2/3,2,2,"(2, 8)",5,3,"[(0, 1), (0, 8), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (8, 11), (9, 10)]",4,6,False,1365
1364,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (9, 10)]",4,6,False,1366
1365,12,2/3,2,3,"(0, 2)",5,3,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (6, 7), (8, 9), (9, 10)]",4,6,False,1367
1366,12,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 9), (1, 2), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (9, 10), (10, 11)]",5,7,False,1368
1367,12,2/3,2,6,"(1, 2)",6,4,"[(0, 1), (0, 9), (1, 2), (1, 6), (1, 7), (1, 8), (2, 3), (2, 4), (2, 5), (9, 10), (10, 11)]",5,7,False,1369
1368,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (9, 10), (9, 11)]",4,7,False,1370
1369,12,2/3,2,4,"(1, 2)",5,3,"[(0, 1), (0, 8), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (9, 10), (9, 11)]",4,7,False,1371
1370,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 8), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (8, 11), (9, 10)]",4,7,False,1372
1371,12,2/3,2,5,"(1, 2)",5,3,"[(0, 1), (0, 8), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (8, 11), (9, 10)]",4,7,False,1373
1372,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (9, 10)]",4,7,False,1374
1373,12,2/3,2,5,"(0, 2)",5,3,"[(0, 1), (0, 8), (0, 11), (1, 2), (1, 6), (1, 7), (2, 3), (2, 4), (2, 5), (8, 9), (9, 10)]",4,7,False,1375
1374,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (8, 10), (8, 11)]",4,7,False,1376
1375,12,2/3,2,3,"(1, 8)",6,4,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (8, 10), (8, 11)]",4,7,False,1377
1376,12,1/3,1,4,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 11), (8, 9), (8, 10)]",4,7,False,1378
1377,12,2/3,2,3,"(1, 8)",5,3,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 11), (8, 9), (8, 10)]",4,7,False,1379
1378,12,1/3,1,4,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (8, 10)]",4,7,False,1380
1379,12,2/3,2,4,"(0, 2)",5,3,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (8, 10)]",4,7,False,1381
1380,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (8, 9), (10, 11)]",4,6,False,1382
1381,12,2/3,2,3,"(2, 7)",5,3,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (8, 9), (10, 11)]",4,6,False,1383
1382,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (7, 11), (8, 9)]",4,7,False,1384
1383,12,2/3,2,3,"(1, 7)",5,3,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (7, 11), (8, 9)]",4,7,False,1385
1384,12,1/3,1,4,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (8, 9)]",4,7,False,1386
1385,12,2/3,2,3,"(0, 2)",5,3,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 10), (8, 9)]",4,7,False,1387
1386,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 7), (0, 10), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (10, 11)]",4,6,False,1388
1387,12,2/3,2,4,"(0, 2)",5,3,"[(0, 1), (0, 7), (0, 10), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9), (10, 11)]",4,6,False,1389
1388,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 7), (0, 10), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9)]",4,7,False,1390
1389,12,2/3,2,3,"(0, 2)",5,3,"[(0, 1), (0, 7), (0, 10), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9)]",4,7,False,1391
1390,12,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,False,1392
1391,12,2/3,2,6,"(1, 7)",6,4,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 9), (7, 10), (7, 11)]",5,8,False,1393
1392,12,1/3,1,4,"(0,)",3,2,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 9), (7, 10)]",4,8,False,1394
1393,12,2/3,2,3,"(0, 2)",6,4,"[(0, 1), (0, 7), (0, 11), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (7, 9), (7, 10)]",4,8,False,1395
1394,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9), (7, 10)]",4,7,False,1396
1395,12,2/3,2,5,"(0, 2)",6,4,"[(0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9), (7, 10)]",4,7,False,1397
1396,12,1/3,1,3,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (7, 8), (7, 9), (10, 11)]",4,6,False,1398
1397,12,2/3,2,3,"(2, 6)",5,3,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (7, 8), (7, 9), (10, 11)]",4,6,False,1399
1398,12,1/3,1,3,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (6, 11), (7, 8), (7, 9)]",4,7,False,1400
1399,12,2/3,2,2,"(2, 6)",5,3,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (6, 11), (7, 8), (7, 9)]",4,7,False,1401
1400,12,1/3,1,4,"(0,)",3,2,"[(0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (7, 8), (7, 9)]",4,7,False,1402
1401,12,2/3,2,3,"(0, 2)",5,3,"[(0, 1), (0, 6), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 10), (7, 8), (7, 9)]",4,7,False,1403
1402,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 6), (0, 10), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9), (10, 11)]",4,6,False,1404
1403,12,2/3,2,4,"(0, 2)",5,3,"[(0, 1), (0, 6), (0, 10), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9), (10, 11)]",4,6,False,1405
1404,12,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 6), (0, 10), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9)]",4,7,False,1406
1405,12,2/3,2,4,"(0, 2)",6,4,"[(0, 1), (0, 6), (0, 10), (0, 11), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9)]",4,7,False,1407
1406,12,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 9), (6, 11), (7, 8), (9, 10)]",4,6,False,1408
